credit_score,income,loan_amount,employment_years,debt_to_income,previous_defaults,default
834,69998.05,201565.86,33.95,0.52,0,1
478,78812.02,34988.72,13.07,0.56,0,0
336,104059.89,200347.46,9.21,0.13,3,0
799,131365.38,48463.02,21.03,0.48,0,0
766,98405.09,76981.62,27.4,0.3,0,0
541,213810.26,94180.91,6.57,0.16,0,1
376,247584.27,693552.56,30.14,0.77,0,1
712,154213.13,238760.33,9.56,0.55,3,0
622,151863.44,175704.33,13.75,0.26,0,0
559,182806.87,522852.23,7.84,0.49,0,0
651,153982.62,260296.51,26.13,0.69,0,0
668,110084.9,236807.26,8.13,0.49,0,0
566,190515.52,65793.37,26.57,0.45,0,0
616,236700.39,470827.01,3.09,0.3,0,0
694,192428.28,80489.61,13.64,0.57,0,0
840,215649.62,470732.79,20.59,0.48,0,0
332,73574.96,104962.57,3.9,0.47,0,0
544,184216.79,501374.95,4.78,0.61,0,1
413,39240.36,67623.47,24.45,0.05,0,0
432,25631.73,36481.95,32.71,0.11,0,0
492,63511.75,98035.09,24.19,0.14,0,0
391,170470.58,236125.25,26.97,0.47,0,1
381,228027.32,530339.74,34.45,0.71,0,0
573,43036.08,109896.32,18.44,0.09,0,0
539,134326.08,375508.68,20.78,0.53,0,0
680,121159.99,141792.62,26.06,0.41,0,0
409,142666.93,301089.58,27.09,0.75,0,1
632,141013.3,124010.21,33.22,0.58,0,0
701,51939.61,85024.39,24.87,0.46,3,0
470,36449.95,30048.01,13.08,0.73,0,0
686,135774.58,315561.25,10.31,0.21,3,0
512,67594.18,180298.45,3.67,0.08,3,1
485,247412.44,464816.88,16.61,0.38,2,1
407,113191.46,199341.39,22.88,0.53,0,0
367,34729.91,81691.47,26.13,0.32,0,1
560,126727.74,276137.57,4.21,0.37,0,0
470,20726.09,26942.7,33.07,0.31,0,0
620,245821.22,699756.1,19.57,0.57,0,0
369,84837.22,138882,9.41,0.17,1,0
796,160539.77,373784.78,8.62,0.64,0,0
372,94185.9,68489.58,17.92,0.17,0,0
429,237457.83,253439.89,12.24,0.22,0,0
519,221119.91,552142.47,1.11,0.77,0,1
625,242216.54,281089.6,11.95,0.47,0,0
485,27493.34,58454.38,2.03,0.29,1,1
614,48369.52,92198.71,18.28,0.33,0,0
351,59916.68,111570.31,9.53,0.57,0,0
376,29735.79,31969.86,24.5,0.66,0,0
799,83987.27,19743.97,26.22,0.56,0,0
455,148766.09,51044.14,11.89,0.45,0,1
709,141061.96,87816.29,11.39,0.41,0,1
409,239061.17,228470.48,22.48,0.33,0,0
810,137770.68,384327.56,12.31,0.22,0,0
583,42080.54,104782.79,11.37,0.35,0,0
850,216987.3,7681.7,5.09,0.72,0,0
680,231457.06,26282.37,33.44,0.64,0,1
509,158056.95,274085.13,21.19,0.22,0,0
592,67864.78,202903.74,9.85,0.72,0,0
439,177657.86,509275.47,11.4,0.32,2,0
730,184076.1,175983.61,3.61,0.61,0,1
457,75345.82,151834.44,14.01,0.73,0,0
409,116227.72,245752.59,21.1,0.5,0,0
778,92353.24,188099.14,12.78,0.07,0,0
509,132009.35,207907.57,33.79,0.35,0,0
470,52611.89,33887.19,23.91,0.28,0,0
694,74004.65,87409.55,4.65,0.07,0,0
334,71257.38,73889.2,5.54,0.27,0,0
842,172731.49,237063.88,30.66,0.76,0,0
792,104474.19,218806.39,34.12,0.63,0,0
553,114238.45,292588.01,12.69,0.56,1,0
362,167359.56,432057.2,1.78,0.12,0,0
600,189180.67,146839.94,15.98,0.64,2,0
373,56632.4,143658.17,11.69,0.32,0,0
610,31477.76,28096.69,19.74,0.42,0,0
403,213939.37,611339.3,14.23,0.28,0,1
314,207226.39,408920.9,20.14,0.73,3,1
784,234583.45,241357.36,17.26,0.12,3,0
335,143464.51,71146.07,31.6,0.19,0,1
310,169632,144528.88,21.55,0.55,0,0
740,188592.48,258772.71,6.94,0.76,0,0
571,126246.5,86539.49,33.81,0.14,0,0
472,116968.85,7413.18,29.63,0.75,0,1
816,203619.73,242997.6,13.04,0.69,3,1
673,120552.09,330432.15,23.71,0.05,0,0
561,121917.76,51935.99,12.38,0.32,0,0
803,88676.68,167327.89,5.87,0.13,0,0
668,24824.63,20297.45,31.72,0.11,0,0
444,43717.11,87517.16,19.61,0.16,0,1
491,50147.38,101472.17,17.97,0.43,2,0
526,177672.47,83345.79,8.71,0.33,0,0
811,118883.27,68570.08,27.42,0.66,0,0
751,243398.69,618596.24,19.83,0.09,0,0
637,103911.79,274234.65,27.59,0.66,0,0
383,24554.16,67916.37,10.6,0.25,0,0
684,215503.37,626186.44,34.09,0.25,0,0
637,196186.19,280889.19,31.29,0.59,0,1
356,165307.07,40263.22,22.06,0.15,0,0
698,200883.05,475412.52,33.37,0.73,0,0
673,193070.05,257088.4,10.55,0.08,0,0
336,246243.08,602087.17,17.69,0.55,0,0
739,170216.45,269109.39,23.53,0.32,3,0
537,96635.91,70671.87,24.91,0.76,0,1
312,33379.61,21652.23,26,0.73,3,1
491,144330.28,40302.9,3.54,0.06,0,0
704,231273.79,473184.83,11.48,0.63,0,1
301,75228.8,73021.51,2.16,0.4,0,1
546,77958.73,202112.37,1.9,0.79,0,1
769,230279.49,507636.03,32.48,0.4,0,0
704,59628.61,28034.82,9.82,0.39,0,0
573,234700.25,671775.22,7.97,0.71,0,1
533,210569.45,337846.79,2.31,0.14,0,0
702,40711.32,34806.83,0.28,0.42,0,0
593,199483.83,266509.5,5.71,0.4,0,1
509,33042.11,86767.09,19.31,0.69,0,0
341,145171.53,60787.36,14.84,0.23,2,0
716,39424.72,83813.43,25.32,0.45,0,0
421,132961.26,159580.3,9.31,0.49,0,0
513,63225.45,53504.43,2.75,0.6,1,0
667,123269.9,200705.45,7.56,0.73,0,1
675,96282.52,273036.29,28.88,0.21,0,0
552,142764.86,208068.15,16.49,0.19,0,0
676,227019.78,581858.74,23.06,0.68,0,0
715,55312.35,163424.62,19.36,0.59,0,0
721,222886.53,253929.88,6.19,0.42,2,0
827,40883.27,49677.66,15.2,0.11,0,0
419,34631.22,26254.41,32.13,0.71,0,1
702,95386.85,65651.09,4.94,0.52,0,0
433,163409.42,203222.02,10.6,0.75,3,1
766,132618.37,156443.37,27.28,0.52,0,1
492,122909.75,196148.05,4.04,0.11,1,0
761,112558.04,80341.04,29.38,0.24,0,0
629,161618.44,252155.37,13.49,0.49,0,0
771,146247.75,229247.97,28.68,0.45,3,0
457,188031.92,551837.8,25.89,0.46,0,0
469,42692.56,97251.05,9.32,0.7,0,1
772,245291.13,258035.64,14.14,0.46,0,0
622,190185.83,494292.79,30.26,0.39,0,0
408,187515.72,505785.05,13.12,0.1,0,0
840,57652.48,124543.6,24.76,0.67,0,1
450,53370.13,38378.72,12.87,0.75,0,1
392,106397.84,77992.17,17.68,0.09,0,0
485,105609.39,239559,17.63,0.46,0,1
834,169518.15,429736.15,30.96,0.3,0,0
767,155273.76,376602.05,6.38,0.06,0,0
818,29138.5,18851.6,26.24,0.5,0,0
786,237787.48,299944.56,3.12,0.7,0,0
445,198486.62,305919.63,2.87,0.77,0,1
301,119483.42,150715.15,9.6,0.77,0,0
800,217514.95,387463.67,21.05,0.64,0,0
772,100054,127774.02,27.53,0.16,0,0
711,115750.17,215748.34,34.82,0.07,0,0
390,167280.93,396028.06,26.75,0.41,0,1
718,229215.85,675573,20.52,0.76,0,0
786,232036.33,138538.58,15.39,0.46,1,0
626,200501.6,475287.87,16.25,0.38,0,0
342,185334.94,303395.64,0.19,0.78,3,1
841,56733.22,105677,31.74,0.23,0,0
331,203547.52,213949.85,6.43,0.7,3,1
559,209642.99,626099.06,22.94,0.73,0,1
621,71657.19,92413.65,20.53,0.65,0,1
396,102455.97,249045.87,32.94,0.72,0,0
700,86057.24,246007.5,0.79,0.32,0,0
611,78773.97,192117.03,20.27,0.17,0,1
363,94411.11,133387.99,2.13,0.1,0,0
308,207609.11,200638.84,24.58,0.15,0,0
539,221331,128397.6,16.46,0.66,0,0
311,199635.12,211253.49,0.14,0.07,0,0
390,20812,49914.3,8.63,0.1,0,1
479,68276.96,100367.29,14.44,0.49,0,1
378,29792.77,53617.3,8.57,0.46,0,1
597,192195.88,524251.22,12.38,0.69,0,1
321,79224.88,12082.21,1.76,0.63,0,1
382,195975.73,454166.29,2.63,0.17,2,0
603,178353.53,142587.54,28.86,0.42,0,0
793,84881.23,78729.42,29.95,0.56,0,1
713,143629.9,160827.27,7.47,0.45,0,0
614,111852.22,274536.81,15.56,0.55,0,0
781,52072.64,46078.84,12.56,0.7,1,0
396,26071.56,63550.02,18.32,0.61,0,1
473,63177.6,59994.58,12.47,0.19,0,0
518,114750.68,204593.68,0.08,0.52,0,1
330,23190.81,40661.49,24.69,0.32,0,0
540,217142.51,474277.38,20.21,0.25,0,1
453,245001.12,690035.11,3.98,0.19,0,0
724,65118.61,127508.55,8.88,0.43,0,0
633,187263.17,63325.46,1.26,0.21,0,0
800,240180.97,42922.99,21.14,0.37,0,0
510,215203.32,95311.71,4.2,0.75,0,1
693,216478.46,406241.42,18.17,0.51,3,0
618,162122.67,440717.05,27.31,0.35,0,0
650,82443.91,125777.8,14.99,0.31,0,0
720,244652.78,592282.76,11.81,0.15,0,0
366,199145.98,267937.34,16.61,0.18,0,0
722,54947.65,26794.21,1.49,0.16,0,0
409,80272.07,123965.29,30.95,0.22,1,0
742,33088.17,96906.51,3.81,0.57,0,1
329,209103.02,432207.46,22.15,0.78,0,0
542,78949.53,33943.1,30.13,0.72,0,0
573,58905.91,160738.98,31.17,0.21,0,1
359,220900.8,157401.92,14.22,0.45,0,0
727,112822.5,310267.42,0.67,0.2,0,0
441,239648.47,189322.01,19.02,0.6,0,1
796,89620.37,225439.74,18.84,0.72,3,0
796,72417.73,102617.03,20.13,0.26,0,1
669,52086.23,144375.11,16.23,0.18,0,0
788,230729.08,109259.11,8.92,0.06,0,0
616,29307.43,6339.95,22.01,0.36,0,0
587,26768.01,33043.46,20.41,0.63,0,0
399,89127.87,63775.59,28.25,0.34,0,1
490,240270.18,193508.19,17.04,0.37,0,0
398,80071.47,184168.23,10.71,0.34,0,0
739,68570.82,158531.76,27.9,0.72,0,0
445,126230.22,48256.82,4.7,0.56,0,0
509,224652.76,82480.35,13.76,0.61,2,1
347,54291.78,155536.62,24.68,0.79,0,1
690,130585.21,115021.26,14.67,0.38,0,0
378,125763.31,196782.94,26.69,0.05,2,1
728,152640.07,369128.67,16.65,0.72,0,0
793,105103.82,217949.49,7.36,0.12,0,1
366,193970.32,272697.04,32.92,0.46,0,0
493,166803,273009.39,2.35,0.72,0,0
330,243404.4,301302.78,16.5,0.29,0,0
738,46214.95,51007.32,26.52,0.22,0,0
543,49813.94,111406.4,13.81,0.15,0,0
449,172763.99,23801.41,28.5,0.29,0,1
542,235137.61,676773.63,26.23,0.13,0,0
311,233420.6,271431.2,10.93,0.3,3,1
333,101472.47,192931.02,28.16,0.6,0,1
668,60851.37,139566.91,0.57,0.51,0,0
361,206309.92,137353.45,33.18,0.35,0,1
404,202675.66,268271.68,6.02,0.42,0,0
683,136456.72,192770.45,0.58,0.79,0,0
684,68706.26,69198.17,33.72,0.74,0,0
322,219022.52,318073.65,16.8,0.39,0,1
623,143541.15,62198.96,8.61,0.08,0,0
522,74873.92,96554.38,27.06,0.59,0,0
636,174695.12,136441.87,27.11,0.53,0,0
848,238059.44,637458.61,10.59,0.12,0,1
481,50161.2,145036.64,17.62,0.24,0,1
804,51580.01,68694.12,8.61,0.28,0,0
488,195883.27,187978.91,26.16,0.3,0,0
763,48284.77,103049.31,14.26,0.07,0,1
614,240054,166008.69,2.14,0.57,0,0
496,42155.39,71062.87,3.18,0.06,0,1
579,63196,115073,16.73,0.11,0,0
700,110349.73,25607.54,25.38,0.56,0,0
363,43807.94,91909.8,27.75,0.45,0,0
786,230245.29,363670.97,25.08,0.66,0,1
558,128246.31,296439.9,32.42,0.49,0,0
494,235566.79,183164.01,31.17,0.5,0,0
683,91974.48,89269.38,6.7,0.23,0,0
753,183770.89,490940.61,0.1,0.76,0,0
691,59284.18,20202.84,26.13,0.05,0,0
685,121446.37,221248.82,11.5,0.24,1,0
371,163803.79,31204.15,3.95,0.06,0,0
641,114814.07,272137.77,1.22,0.33,0,0
731,70420.73,95216.98,29.06,0.35,0,0
528,243120.86,369727.95,16.54,0.59,0,1
762,138132.81,414208.08,13.96,0.7,0,0
580,124830.52,162630.84,17.44,0.38,0,0
427,28758.9,60468.68,19.01,0.11,0,0
667,234773.74,445907.99,15.89,0.39,0,0
345,104812.14,173831.18,24.51,0.19,0,0
385,98913.98,69778.34,11.36,0.19,0,1
320,160970.69,137668.86,20.44,0.51,0,0
748,97088.31,81675.25,23.11,0.51,0,0
341,211257.97,50846.94,9.02,0.26,0,1
323,246863.09,616473.64,1.23,0.39,0,1
417,240186.11,337462.85,0.21,0.29,0,0
371,37469.75,7321.16,19.33,0.31,0,0
503,216013.08,424926.56,19.37,0.69,0,0
749,200078.66,280857.86,9.19,0.76,0,1
607,84422.2,92506.97,9.55,0.7,0,0
752,64185.05,111219.99,8.05,0.79,0,0
519,201425.91,28952.42,8.81,0.69,0,0
665,240394.29,511090.37,3.18,0.78,0,0
780,28194.16,61420.87,33.79,0.29,0,1
581,212063.89,244468.58,10.55,0.64,0,1
311,100123.26,283609.1,4.86,0.22,0,1
553,232832.53,242303.81,34.26,0.42,0,0
364,131929.55,315045.29,25.75,0.19,0,1
795,105829.86,72275.29,25.13,0.4,0,0
521,164294.39,7017.33,16.4,0.78,0,1
450,244183.31,417579.04,10.04,0.56,0,0
520,162183.25,220672.36,23.77,0.23,0,0
357,156012.64,281319.6,30.93,0.08,0,0
585,57539.14,38624.21,14.95,0.2,0,0
749,168529.23,471805.76,31.22,0.06,0,0
587,130177.76,153590.18,4.92,0.13,0,0
782,196301.67,426252.45,33.75,0.1,0,0
628,100019.94,26400.2,22.12,0.68,0,0
459,169234.25,484465.7,33.72,0.48,0,1
677,43525.75,71113,13.71,0.06,0,0
497,43051.84,96099.75,34.85,0.13,0,0
372,161748.34,271275.83,34.7,0.55,0,0
486,131650.99,157509.52,32.61,0.14,0,1
326,39842.83,22612.23,11.72,0.39,0,1
685,80234.6,174480.59,25,0.6,0,0
434,196270.04,567223.73,33.08,0.61,0,1
550,157199.94,248790.49,31.31,0.76,0,1
314,148256.22,114403.23,18.72,0.63,0,1
491,51345.14,64342.34,11.2,0.35,0,1
596,85445.35,5099.91,7.2,0.07,0,0
678,214940.97,321981.75,24.23,0.65,0,1
720,188531.48,380115.81,9.53,0.15,0,0
505,151883.86,101516.15,15.27,0.07,0,0
503,66573.57,170896.14,17.74,0.45,0,1
501,38306,60544.1,1.15,0.76,0,1
701,71459.83,173566.16,23.13,0.52,0,0
756,181733.39,120009.43,31.33,0.69,0,0
411,182721.95,210621.93,13.09,0.18,0,1
607,34812.66,78337.93,6.97,0.77,0,0
841,41090.69,8949.47,1.03,0.77,0,0
771,132286.78,354594.4,14.95,0.25,0,0
804,188295.5,422734.22,4.98,0.11,0,0
576,150499.28,370874.93,32.37,0.58,0,0
403,64248.05,30610.66,29.17,0.26,0,0
402,24960.99,13881.72,26.66,0.7,0,1
556,114570.01,191884.43,5.65,0.75,0,0
692,247758.26,231661.13,26.06,0.17,0,0
744,204436.14,429239.69,8.2,0.1,0,1
482,85150.98,91220.27,13.51,0.66,0,1
743,129659.32,69571.4,18.44,0.31,0,0
633,74279.59,154344.82,15.32,0.25,2,0
764,110897.82,18027.44,2.83,0.28,0,0
498,111280.56,254587.21,7.96,0.28,0,1
515,212534.8,406095.67,33.79,0.74,0,1
662,152858.95,130886.92,25.46,0.26,0,0
431,249135.14,673821.38,10.01,0.42,0,1
407,22765.79,23346.89,15.71,0.61,0,1
633,237190.23,418154.36,28.25,0.16,0,1
751,141538.06,277092.87,25.61,0.31,3,1
718,234018.77,652529.91,22.66,0.21,0,0
516,161537.2,380129.38,8.11,0.69,0,1
525,62875.62,162539.9,10.93,0.11,0,0
771,226600.83,407246.74,25.78,0.32,1,0
516,189076.78,201625.37,18.99,0.23,1,1
587,143639.08,199427.46,27.89,0.28,0,0
497,184343.9,6089.9,7.15,0.26,0,1
619,75450.02,223567.01,31.49,0.44,3,0
815,170407.91,288620.66,9.21,0.25,0,0
390,163735.36,358447.07,6.52,0.29,2,1
449,83851.41,198968.12,21.58,0.7,0,1
659,106928.28,191881.13,31.34,0.34,0,0
829,231302.52,533320.28,2.71,0.43,3,1
341,118058.26,339981.59,28.9,0.13,0,0
428,28249.44,79886.94,15.72,0.33,0,0
368,179951.66,247514.02,18.4,0.11,0,0
450,198201.46,577589.22,21.71,0.45,0,1
780,22883.65,37257.46,19.55,0.4,0,0
470,96751.16,230844.63,10.82,0.6,0,0
591,147605.07,85648.67,34.35,0.09,0,0
579,173467.3,53566.24,23.05,0.66,0,0
491,46759.61,66405.98,22.53,0.31,0,1
327,200722.61,577795.58,13.8,0.42,0,1
610,226198.87,219572.12,34.21,0.77,0,0
428,136358.82,311908.34,4.83,0.66,0,1
433,98469.8,249686.21,16.05,0.62,0,1
409,30403.14,10043.5,14.4,0.56,0,0
661,104632.78,312157.99,6.83,0.3,0,1
655,248431.5,316719.6,21.11,0.12,0,0
560,230807.58,393602.28,13.29,0.48,0,1
651,195986.63,450651.77,0.3,0.47,0,1
838,53393.04,26752.12,5.17,0.66,0,0
699,79431.5,42073.81,25.02,0.62,0,0
669,191141.56,555920.39,22.15,0.53,0,0
402,133287.24,154170.67,12.45,0.37,0,0
517,220651.17,580586.41,19.64,0.48,0,0
488,188074.97,478240.53,12.94,0.57,0,0
306,141197.54,194675.03,6.3,0.39,3,0
426,25610.23,5696.28,22.27,0.24,0,0
620,245028.71,269515.56,12.12,0.31,0,0
444,188911.49,469037.07,4.79,0.05,0,1
810,114172.08,244968.57,13.6,0.7,0,0
369,106897.83,65299.91,20.8,0.28,0,0
527,170700.21,450431.87,1.98,0.27,0,0
752,235597.22,695740.23,10.65,0.73,0,0
516,28240.11,42046.08,11.24,0.4,0,1
781,199714.4,174302.2,17.26,0.6,0,0
614,82301.17,119973.77,24.02,0.58,0,0
807,95743.03,201593.51,11.04,0.19,0,0
459,241687.15,525483.26,13.66,0.18,0,0
375,68652.07,200148.95,29.65,0.21,0,1
833,178135.26,362750.13,8.82,0.54,0,1
724,186343.21,89130.8,15.99,0.06,0,0
606,219680.76,632326.55,0.89,0.73,0,0
331,173067.71,505693.67,5.18,0.35,0,1
731,163848.22,328230.44,29.14,0.15,0,0
303,166629.51,49620.4,20.59,0.39,0,1
710,229771.21,557387.69,0.24,0.07,0,0
488,75718.7,184979.6,7.11,0.28,0,0
839,24748.17,72209.83,30.17,0.6,0,1
494,53934.23,82956,17.22,0.2,0,0
720,26316.87,10817.18,34.11,0.61,0,0
716,128018.72,68873.14,13.51,0.25,0,0
567,136817.31,159308.02,34.39,0.07,0,0
782,153268.89,269133.08,26.48,0.21,0,0
497,170377.82,328884.04,15.63,0.64,0,0
594,74724.58,223700.76,10.77,0.64,0,1
679,142177.08,352975.34,6.7,0.38,0,0
519,42566.23,115121.65,24.71,0.7,0,1
843,69030.13,62725.28,12.58,0.29,0,0
566,128124.43,188432.25,21.35,0.06,2,0
374,23399.67,36271.96,23.39,0.68,0,1
801,48422.56,96001.35,24.13,0.76,0,0
453,167445.56,45880.8,12.5,0.24,0,0
351,168860.26,359111.95,8.55,0.09,0,0
384,186615.58,379097.36,4.21,0.62,0,1
717,153411.47,422451.97,16.13,0.63,0,0
632,229340.57,547035.15,27.45,0.36,1,0
725,129460.4,350334.76,29.5,0.55,0,1
449,28030.48,81844.03,4.82,0.35,0,1
367,239813.74,172177.33,33.23,0.64,0,0
412,192144,336358.86,12.57,0.71,0,0
361,75991.96,77225.32,33.13,0.26,0,0
641,141408.27,354863.76,10.06,0.11,0,1
635,93364.16,113147.93,5.1,0.24,2,1
334,226079.7,642351.11,18.13,0.07,0,0
420,197781.6,285746.55,11.64,0.63,0,0
450,140054.46,68144.1,16.55,0.33,0,0
784,87626.08,106974.19,25.87,0.48,0,0
666,118403.12,38900.04,33.37,0.05,0,0
714,80283.87,40501.97,10.64,0.57,3,0
609,200383.42,292945.31,0.92,0.18,0,0
363,234974.11,375283.01,25.25,0.59,3,0
574,94806.15,38331,13.45,0.75,0,0
714,236613.88,488989,10.18,0.29,0,0
461,112722.72,193493.33,26.43,0.21,3,1
512,25741.01,43263.57,22.3,0.72,0,0
426,100036.99,268785.69,1.3,0.17,0,1
345,99811.46,197687.86,7.46,0.74,3,0
731,90201.87,143316,30.61,0.28,0,0
674,234681.82,302204.3,12.1,0.22,0,0
826,224001.08,425956.1,21.04,0.47,0,0
728,68887.42,135398.48,27.81,0.22,0,0
313,30647.86,38161.9,27.95,0.55,0,0
683,119745.16,153370.61,30.64,0.21,0,0
567,156898.63,225564.95,6.68,0.62,0,0
424,51782.97,106524.82,22.27,0.18,0,0
830,129934.94,207153.12,10.44,0.46,0,0
417,89493.66,185187.07,22.22,0.38,0,0
646,22552.99,11564.69,26.14,0.6,0,1
831,123635.41,18476.64,33.53,0.26,0,0
573,219339.48,335692.43,33.25,0.48,0,0
459,114548.94,137088.66,26.77,0.65,1,0
590,77124.02,128433.49,15.57,0.74,0,1
640,201253.42,95418.91,5.2,0.44,0,0
496,25677.57,68487.68,4.61,0.61,0,0
847,77750.88,63399.68,22.63,0.72,3,1
719,167482.35,143863.42,9.84,0.63,3,0
650,32892.26,93422.95,11,0.71,0,1
379,143890.98,72412.57,15.22,0.57,0,0
331,69205.78,142027.43,18.38,0.32,0,1
443,195249.26,378024.01,9.12,0.7,0,0
791,112374.4,126707.91,29.34,0.25,0,1
417,157664.7,280615.62,31.21,0.05,0,1
467,246630.33,46895.36,1.19,0.63,0,0
446,154355.48,223412.11,34.68,0.12,0,0
324,244287.89,256621.42,26.48,0.06,0,0
795,157958.54,30070.2,7.08,0.8,0,0
440,34284.39,20039.99,24.95,0.14,0,0
806,68117.41,92988.28,8.07,0.12,0,0
563,193097.12,558136.36,12.19,0.39,2,0
695,184657.09,357336.63,33.57,0.27,0,0
577,135667.74,317367.4,15.89,0.65,0,1
776,32448.35,49700.57,17,0.24,0,0
340,177008.21,392354.51,17,0.14,0,0
624,242207.85,608343.99,20.35,0.16,0,1
493,207203.02,129486.66,25.62,0.52,0,1
332,180489.76,299211.56,17.55,0.21,0,0
657,81530.98,97289.51,22.43,0.5,0,0
706,31910.83,87557.11,15.07,0.2,0,0
547,66867.61,181767.71,9.13,0.79,2,0
724,158764.17,169237.36,23.33,0.74,0,0
488,200241.77,109026.19,2.59,0.54,0,1
346,201371.21,113492.41,13.95,0.13,0,1
304,200712.61,29434.3,14.93,0.7,0,1
653,155515.6,167968.48,32.87,0.29,0,1
770,79063.83,18614.84,29,0.56,0,0
356,211284.75,622473.56,4.33,0.4,0,1
524,227465.19,611764.63,2.25,0.27,0,0
714,75279.83,124368.24,21.24,0.31,0,0
327,55841.79,141443.49,33.71,0.12,0,1
444,103230.61,297848.46,30.98,0.8,3,1
370,226470.72,370044.65,20.31,0.61,0,0
364,36819.51,100152.3,3.22,0.17,0,0
515,185131.44,400682.42,22.08,0.24,0,0
405,70204.96,142752.79,27.44,0.56,0,1
794,109697.38,162425.43,5.57,0.43,0,0
514,141948.46,228511.57,5.96,0.24,0,0
477,20141.77,50369.67,24.49,0.07,0,0
467,165422.29,465665.94,4.67,0.8,1,1
307,195645.12,527148.55,15.13,0.57,0,0
515,207671.62,507414.41,16.12,0.06,0,1
668,218232.26,554851.07,25.14,0.52,0,0
316,133298.31,45451.97,34.33,0.71,0,0
419,228808.08,524503.74,30.91,0.3,0,0
347,162406.24,468797.35,10.89,0.55,0,1
557,162476.99,367831.97,0.55,0.19,0,0
461,228450.61,622281.13,28.66,0.19,0,1
409,204179.82,603192.81,14.57,0.57,0,0
667,24238.31,45396.03,20.07,0.7,0,0
418,136014.86,64457.43,8.28,0.55,0,0
314,241904.25,568068.2,3.26,0.76,0,1
792,153208.8,436881.69,11.75,0.79,0,1
740,97198.06,223797.68,2.37,0.78,0,0
478,88728.12,101359.53,12.25,0.44,0,1
489,71500.98,211298.5,11.71,0.26,0,0
551,174794.55,257484.98,18.81,0.3,0,0
770,21881.51,13404.96,6.41,0.18,0,0
726,56628.92,133977.76,31.66,0.68,1,1
788,234923.76,112790.18,13.53,0.1,0,0
813,47294.27,41019.68,17.23,0.22,1,0
675,116976.1,19967.32,2.99,0.1,0,0
719,40722.54,106375.4,16.02,0.53,0,1
329,176161.34,356513.45,30.45,0.11,0,0
599,59691.32,126849.98,18.74,0.31,0,0
758,166639.28,278676.16,5.78,0.78,0,0
826,61559.85,124329.02,16.74,0.73,0,0
503,200656.21,142817.36,1.39,0.46,0,0
839,108324.6,9791.69,19.48,0.5,0,0
766,98948.41,262586.04,29.41,0.65,0,1
800,247693.83,350907.28,6.22,0.16,0,0
792,198019.61,444328.62,27.97,0.77,0,0
667,70975.45,55932.95,32.97,0.51,3,1
516,89712.85,218565.07,3.2,0.7,2,1
622,197678.3,453214.19,25.4,0.78,0,0
361,183461.57,388046.81,29.58,0.56,3,1
717,154577.4,280671.77,19.88,0.64,0,0
779,156623.43,366567.2,26.44,0.13,0,0
427,182866.06,377743.3,3.8,0.52,0,1
316,147729.93,302079.46,34.84,0.23,3,1
513,151992.35,238354.16,1.38,0.68,0,1
718,134667.55,101173.24,5.65,0.32,0,0
400,57203.72,106121.17,13.98,0.71,0,0
778,199265.29,214901.68,27.09,0.38,0,0
381,247150.38,78825.87,13.89,0.29,0,1
389,23764.41,12224.04,8.34,0.44,0,0
546,80066.67,122227.86,34.47,0.35,1,1
844,124507.54,189477.06,20.89,0.09,0,0
793,210488.9,577937.32,33.07,0.1,0,0
547,143693.61,296747.52,25.45,0.08,1,1
376,244127.98,321099.44,10.22,0.66,0,1
824,90845.68,234617.99,14.48,0.2,0,0
644,112592.94,306884.97,9.27,0.26,0,0
764,61260.73,68806.01,5.15,0.11,0,0
792,226805.54,573214.55,14.41,0.46,0,0
350,223233.75,322039.01,6.27,0.76,0,1
686,186909.2,347719.8,20.88,0.23,0,0
673,40049.77,54052.13,11.07,0.12,0,0
679,168793,493844.41,32.31,0.51,0,0
318,75500.2,73431.42,25.95,0.71,0,1
446,60901.7,55061.55,19.46,0.62,3,1
491,174437.28,292251.69,12.31,0.09,0,0
375,114498.6,121697.37,14.43,0.07,0,0
360,237086.18,689244.8,16.61,0.56,0,1
773,196466.23,459115.57,2.97,0.28,0,1
333,91570.53,147321.74,11.69,0.65,3,0
731,133116.74,227209.7,17.67,0.17,0,0
399,205985.27,461846.47,20.62,0.61,0,0
491,151700.26,327014.56,8.57,0.42,0,1
577,124197.91,307862.53,9.04,0.16,0,0
429,67020.37,117071.48,9.97,0.1,0,0
394,125162.58,290554.84,26.89,0.29,1,1
343,80619.2,133986.12,4.21,0.38,0,1
486,149453.17,287555.53,30.32,0.66,0,1
478,210095.18,549311.89,10.7,0.31,0,0
770,245804.2,672663.46,9.52,0.78,0,1
556,23052.91,29069.84,10.42,0.4,0,1
470,80056.19,176882.08,33.05,0.06,2,1
500,242541.63,380747.72,34.23,0.75,0,1
426,103816.18,206213.48,11.82,0.65,0,0
570,157451.08,199304.72,4.29,0.11,0,0
478,151291.98,300787.13,2.72,0.42,0,0
805,198945.03,321431.01,21.13,0.15,0,0
829,139197.96,59377.6,17.94,0.52,0,0
773,53425.87,141912.09,2.56,0.26,0,0
785,29621.75,47860.08,32.53,0.47,0,0
681,86817.49,122027.11,30.46,0.07,0,0
587,79376.88,143514.73,19.65,0.76,0,1
349,146230.92,7800.58,16.82,0.29,0,0
463,106930.24,237818.94,13.76,0.63,0,1
486,87297.98,71450.12,12.49,0.55,0,0
423,236843.09,561520.4,0.47,0.09,0,1
