post_id,engagement_score,connection_strength,hours_since_posted,content_type,creator_followers
post_03791,103.04,0.53,43,video,383511
post_03792,47.82,0.72,30,poll,326430
post_03793,8.55,0.52,131,article,177240
post_03794,44,0.62,24,poll,114323
post_03795,51.39,0.85,147,image,490698
post_03796,46.59,0.1,45,text,310828
post_03797,30.35,0.22,161,image,463849
post_03798,27.21,0.64,125,article,9597
post_03799,37.1,0.15,154,video,74360
post_03800,46.17,0.62,104,image,302609
post_03801,45.6,0.1,1,article,358149
post_03802,26.88,0.3,33,image,131682
post_03803,39.93,0.51,33,video,290087
post_03804,53.07,0.13,67,text,226670
post_03805,50.17,0.17,66,poll,389442
post_03806,89.15,0.48,53,video,197752
post_03807,54.66,0.77,98,video,401980
post_03808,71.56,0.95,65,poll,54254
post_03809,18.32,0.62,105,article,25099
post_03810,83.54,0.93,4,video,20538
post_03811,45.85,0.31,72,image,44292
post_03812,24.9,0.23,34,text,366329
post_03813,57.65,0.92,56,text,25151
post_03814,40.35,0.25,73,poll,124969
post_03815,86.01,0.55,69,video,420621
post_03816,33.28,0.94,43,image,51855
post_03817,69.85,0.2,115,text,41589
post_03818,82.51,0.22,71,video,178573
post_03819,83.79,0.15,44,poll,351352
post_03820,29.47,0.44,27,article,483692
post_03821,19.62,0.15,112,article,35479
post_03822,78.55,0.06,78,poll,330912
post_03823,35.22,0.27,146,text,405130
post_03824,26.64,0.26,165,image,177436
post_03825,59.4,0.83,122,video,246059
post_03826,49.71,0.63,137,video,114737
post_03827,12.97,0.69,76,text,349853
post_03828,47.7,0.93,85,image,106569
post_03829,45.6,0.83,78,image,419662
post_03830,12.33,0.69,20,article,394059
post_03831,99.04,0.25,1,video,193756
post_03832,13.14,0.7,23,image,107169
post_03833,30.78,0.77,14,image,310128
post_03834,23.37,0.07,24,text,353898
post_03835,45.72,0.85,117,article,313953
post_03836,5.41,0.59,65,article,137284
post_03837,68.1,0.57,167,image,39520
post_03838,75.24,0.3,24,video,89067
post_03839,88.13,0.42,78,video,369362
post_03840,15.2,0.41,100,image,362182
post_03841,50.3,0.08,87,text,268852
post_03842,50.45,0.49,30,video,400707
post_03843,12.96,0.36,21,text,354076
post_03844,82.93,0.31,122,poll,498930
post_03845,74.17,0.59,56,poll,318210
post_03846,68.36,0.23,67,article,423411
post_03847,41.96,0.53,81,article,202623
post_03848,52.19,0.79,23,poll,149753
post_03849,27.35,0.4,26,text,376559
post_03850,74.81,0.71,1,image,326364
post_03851,26.21,0.26,86,text,24837
post_03852,24.94,0.92,127,text,265895
post_03853,44.34,0.67,136,video,424201
post_03854,56.94,0.23,23,image,327564
post_03855,70.07,0.17,16,image,61353
post_03856,62.94,0.89,111,text,277287
post_03857,66.15,0.48,120,poll,77131
post_03858,59.93,0.65,96,video,295051
post_03859,76.03,0.97,35,text,107852
post_03860,49.1,0.45,75,article,386589
post_03861,37.9,0.17,96,image,14986
post_03862,28.41,0.61,166,image,458643
post_03863,21.78,0.83,26,article,220888
post_03864,77.81,0.34,137,poll,474202
post_03865,38.23,0.16,76,poll,25157
post_03866,38.56,0.84,9,article,314047
post_03867,69.6,0.6,168,article,304750
post_03868,74.12,0.24,84,video,313136
post_03869,70.43,0.36,42,video,434010
post_03870,59.82,0.81,76,image,26509
post_03871,27.9,0.64,164,image,2193
post_03872,58.25,0.53,59,text,29610
post_03873,35.51,0.64,0,video,472959
post_03874,33.04,0.11,19,article,111254
post_03875,41.03,0.78,81,image,424130
post_03876,36.51,0.21,88,text,198112
post_03877,43.94,0.11,56,article,366747
post_03878,39.19,0.48,161,text,493449
post_03879,33.21,0.67,56,image,283112
post_03880,61.91,0.85,137,article,88365
post_03881,70.89,0.46,5,poll,241267
post_03882,58.31,0.08,109,poll,169436
post_03883,39.78,0.42,74,text,284673
post_03884,65.55,0.33,137,text,456481
post_03885,59.96,0.73,15,article,322305
post_03886,26.85,0.43,83,article,197402
post_03887,73.63,0.89,117,poll,213057
post_03888,25.18,0.96,133,video,499616
post_03889,63.65,0.24,53,article,122542
post_03890,48.34,0.23,138,video,315793
post_03891,60.06,0.61,4,article,265143
post_03892,44.51,0.54,48,video,221612
post_03893,27.88,0.6,133,text,382160
post_03894,76.31,0.1,133,poll,327330
post_03895,65.5,0.82,1,poll,176758
post_03896,41.18,0.48,153,poll,112017
post_03897,56.01,0.51,148,video,96103
post_03898,49.99,0.08,133,article,311288
post_03899,69.23,0.58,7,image,107031
post_03900,81.7,0.97,57,video,259884
post_03901,65.31,0.67,66,poll,90307
post_03902,61.01,0.52,28,article,92218
post_03903,65.68,0.82,1,image,143951
post_03904,69.47,0.17,5,video,479909
post_03905,59.24,0.93,112,article,110578
post_03906,34.03,0.1,160,image,311294
post_03907,79.21,0.41,133,video,63890
post_03908,68.03,0.38,120,poll,304724
post_03909,23.23,0.8,108,text,40486
post_03910,75.75,0.22,105,article,204134
post_03911,49.41,0.12,129,image,316519
post_03912,61.44,0.72,13,image,489506
post_03913,28.7,0.07,93,image,246778
post_03914,72.64,0.18,134,poll,194165
post_03915,49.67,0.53,96,text,384375
post_03916,77.85,0.05,22,poll,228107
post_03917,33.47,0.26,118,video,327316
post_03918,38.31,0.7,58,article,235349
post_03919,77.57,0.1,30,poll,118555
post_03920,78.09,0.9,70,poll,483678
post_03921,35.7,0.52,120,text,482378
post_03922,59.96,0.29,165,image,64515
post_03923,41.55,0.47,16,poll,224075
post_03924,52.12,0.54,112,image,434399
post_03925,76.39,0.15,10,article,109464
post_03926,85.43,0.35,85,video,427217
post_03927,93.53,0.57,105,poll,362501
post_03928,47.02,0.83,17,poll,25326
post_03929,14.63,0.64,119,article,481752
post_03930,66.83,0.36,86,poll,167672
post_03931,21.27,0.24,75,article,186540
post_03932,67.32,0.61,64,video,358783
post_03933,32.79,0.85,143,video,409399
post_03934,43.06,0.4,85,text,243223
post_03935,60.74,0.88,74,image,369476
post_03936,30.9,0.72,159,video,295947
post_03937,51.73,0.47,149,image,55182
post_03938,38.07,0.11,149,poll,223616
post_03939,47.52,0.73,127,image,213383
post_03940,88.64,0.07,27,video,487591
post_03941,34.83,0.71,99,poll,121903
post_03942,73.87,0.68,125,article,281979
post_03943,52.77,0.16,106,article,217584
post_03944,34.12,0.92,12,image,294332
post_03945,85.65,0.89,73,poll,368483
post_03946,70.2,0.85,26,image,222879
post_03947,93,0.2,33,video,428584
post_03948,43.81,0.4,101,text,184052
post_03949,66.62,0.98,110,poll,429725
post_03950,61.35,0.1,26,poll,323442
post_03951,11.3,0.96,74,text,68646
post_03952,46.36,0.84,134,video,279392
post_03953,54.82,0.55,138,image,42696
post_03954,66.54,0.98,111,poll,361361
post_03955,28.82,0.99,18,article,42768
post_03956,70.75,0.41,34,image,482417
post_03957,92.5,0.23,112,video,414487
post_03958,67.04,0.78,45,image,123770
post_03959,49.41,0.28,137,image,249203
post_03960,16.01,0.93,85,image,389916
post_03961,79.11,0.86,75,poll,187809
post_03962,48.75,0.31,127,text,53997
post_03963,72.28,0.99,64,image,482245
post_03964,80.94,0.46,101,poll,84593
post_03965,29.77,0.61,128,image,410375
post_03966,31.03,0.91,4,video,302836
post_03967,7.78,0.37,143,text,126459
post_03968,42.26,0.21,89,video,373418
post_03969,13.61,0.18,146,image,404396
post_03970,48.16,0.48,161,text,424472
post_03971,59.14,0.59,38,image,346166
post_03972,25.55,0.9,161,image,162093
post_03973,85.96,0.38,130,video,347338
post_03974,83.88,0.95,86,poll,176664
post_03975,48.37,0.45,109,video,186797
post_03976,78.35,0.07,53,video,416635
post_03977,78.12,0.76,61,video,422010
post_03978,52.48,0.7,47,article,306838
post_03979,66.3,0.24,4,text,390431
post_03980,49.51,0.24,54,poll,14262
post_03981,68.14,0.53,158,article,163964
post_03982,35.61,0.28,64,article,138198
post_03983,33.92,0.21,60,text,261615
post_03984,48.38,0.51,27,image,49408
post_03985,82.4,0.23,107,poll,102293
post_03986,8.59,0.54,3,image,403750
post_03987,20.76,0.98,35,image,91086
post_03988,80.17,0.37,151,video,142606
post_03989,43.45,0.66,134,image,210964
post_03990,56.72,0.64,67,video,270080
post_03991,61.36,0.34,22,image,300624
post_03992,81.82,0.3,167,video,315678
post_03993,85.25,0.74,152,video,334202
post_03994,78.71,0.95,112,text,397834
post_03995,27.53,0.35,124,image,38320
post_03996,29.19,0.18,39,article,114384
post_03997,53.79,0.36,11,image,66794
post_03998,65.77,0.46,128,article,372447
post_03999,22,0.37,82,image,182062
post_04000,41.08,0.9,87,article,71041
post_04001,40.32,0.84,67,poll,408668
post_04002,30.7,0.96,59,text,349786
post_04003,63.3,0.25,95,text,379817
post_04004,63.39,0.54,133,image,107956
post_04005,38.36,0.81,64,poll,302249
post_04006,55,0.58,134,poll,299754
post_04007,10.94,0.68,20,text,300758
post_04008,18.78,0.2,25,text,144360
post_04009,62.55,0.93,33,poll,141525
post_04010,39.98,0.67,39,image,248390
post_04011,63.54,0.19,97,video,409815
post_04012,42.81,0.31,77,video,291673
post_04013,45.52,0.39,106,poll,451917
post_04014,35.54,0.19,55,text,475422
post_04015,60.16,0.84,57,article,427038
post_04016,24.05,0.63,68,article,225963
post_04017,60.53,0.58,11,text,2591
post_04018,82.27,0.82,47,poll,24743
post_04019,43.72,0.45,25,image,286608
post_04020,21.42,0.76,67,text,407939
post_04021,12.03,0.79,98,text,478650
post_04022,24.02,0.59,165,video,106923
post_04023,77.34,0.58,104,image,76304
post_04024,45.96,0.1,144,text,498044
post_04025,72.12,0.91,158,poll,55196
post_04026,60.86,0.58,66,video,484601
post_04027,61.8,0.13,104,video,71038
post_04028,53.53,1,155,poll,448558
post_04029,37.58,0.87,1,video,265966
post_04030,31.9,0.72,147,article,145906
post_04031,45.92,0.46,160,article,86894
post_04032,23.92,0.12,83,text,360499
post_04033,54.03,0.65,136,text,403969
post_04034,6.84,0.13,159,text,235436
post_04035,79.39,0.7,112,poll,377992
post_04036,13.66,0.64,24,image,252904
post_04037,43.14,0.65,72,text,405801
post_04038,54.66,0.07,75,image,80221
post_04039,82.22,0.28,75,video,272767
post_04040,64.02,0.44,127,image,30170
post_04041,37.64,0.84,165,image,454649
post_04042,43.82,0.58,27,video,262956
post_04043,62.07,0.06,152,video,35238
post_04044,56.92,0.14,162,video,219756
post_04045,95.87,0.43,45,video,393431
post_04046,10.55,0.29,23,article,77187
post_04047,74.8,0.39,29,text,49621
post_04048,78.97,0.66,146,text,134428
post_04049,65.51,0.39,137,video,317706
post_04050,41.05,0.7,94,text,337312
post_04051,70.46,0.35,146,video,486420
post_04052,62.54,0.75,42,article,322906
post_04053,60.01,0.49,58,poll,408152
post_04054,35.57,0.14,80,video,460566
post_04055,27.42,0.52,80,image,254409
post_04056,62.82,0.13,16,text,368355
post_04057,26.02,0.24,1,image,256210
post_04058,34.01,0.88,14,article,314986
post_04059,51.01,0.73,160,text,308989
post_04060,24.21,0.24,46,text,174912
post_04061,81.31,0.39,30,video,272122
post_04062,75.02,0.56,88,video,6477
post_04063,43.19,0.42,114,article,355677
post_04064,46.17,0.11,43,text,283012
post_04065,73.32,0.42,44,article,348984
post_04066,60.58,0.82,165,text,317559
post_04067,42.65,0.45,154,poll,293724
post_04068,76.94,0.41,118,video,487725
post_04069,18.03,0.1,121,image,206211
post_04070,20.81,0.43,113,text,414562
post_04071,43.25,0.44,93,image,108705
post_04072,55.27,0.88,142,article,37725
post_04073,29.89,0.85,111,video,371330
post_04074,60.88,0.69,119,poll,25014
post_04075,25.39,0.51,159,article,442274
post_04076,43.01,0.44,7,article,196568
post_04077,32.58,0.66,160,image,459525
post_04078,41.65,0.18,29,video,127640
post_04079,24.81,0.74,7,article,292952
post_04080,65.16,0.74,127,text,29538
post_04081,87.53,0.57,61,video,116122
post_04082,77.43,0.52,64,poll,318673
post_04083,51.81,0.64,115,poll,365143
post_04084,18.03,0.45,39,article,337572
post_04085,60.39,0.23,36,text,29247
post_04086,99.79,0.21,95,video,406599
post_04087,13.68,0.23,103,text,56236
post_04088,80.11,0.85,83,poll,72388
post_04089,76.08,0.86,9,text,477570
post_04090,54.89,0.5,94,text,430905
post_04091,41.31,0.38,133,video,187500
post_04092,49.74,0.65,13,poll,28603
post_04093,45.27,0.5,168,text,83708
post_04094,28.93,0.09,139,article,272277
post_04095,60.78,0.8,86,image,167784
post_04096,62.48,0.74,131,poll,384097
post_04097,67.75,0.16,163,article,434265
post_04098,71.98,0.11,45,image,251982
post_04099,51.57,0.5,28,video,92140
post_04100,38.3,0.1,59,video,457388
post_04101,48.66,0.58,8,image,261899
post_04102,88.34,0.95,37,video,488587
post_04103,87.86,0.35,136,image,70115
post_04104,60.4,0.8,105,video,427060
post_04105,77.05,0.13,142,image,335332
post_04106,55.67,0.5,0,article,495772
post_04107,91.38,0.76,98,video,472628
post_04108,24.15,0.51,74,text,496064
post_04109,38.69,0.4,128,video,7791
post_04110,51.86,0.5,166,text,260498
post_04111,41.7,0.24,122,image,190795
post_04112,31.87,0.67,153,image,189289
post_04113,46.52,0.66,12,image,117279
post_04114,50.84,0.67,82,text,105071
post_04115,53.17,0.99,33,poll,165387
post_04116,54.9,0.17,25,poll,400629
post_04117,67.54,0.84,63,video,362383
post_04118,42.77,0.61,125,text,174514
post_04119,37.53,0.43,102,poll,160725
post_04120,65.76,0.14,139,article,454202
post_04121,52.19,0.96,116,article,262874
post_04122,16.63,0.19,5,article,153646
post_04123,70.02,0.95,143,article,10291
post_04124,14.93,0.66,99,article,26045
post_04125,66.29,0.86,17,image,94864
post_04126,83.39,0.23,14,video,305473
post_04127,43.52,0.87,70,text,59890
post_04128,40.89,0.48,70,article,491460
post_04129,46.15,0.09,159,video,477589
post_04130,21.84,0.4,68,text,216430
post_04131,40.47,0.46,21,article,313036
post_04132,37.06,0.82,129,article,466072
post_04133,50.78,0.68,135,poll,491242
post_04134,85.58,0.8,50,image,221607
post_04135,75.68,0.17,163,image,376714
post_04136,87.77,0.98,73,video,300619
post_04137,67.2,0.19,63,video,190042
post_04138,55.36,0.34,22,article,37415
post_04139,68.4,0.88,142,poll,119114
post_04140,102.54,0.74,83,video,366523
post_04141,29.8,0.69,75,video,427377
post_04142,68.49,0.59,29,video,350961
post_04143,65.38,0.59,53,poll,496484
post_04144,18.14,0.76,55,article,18949
post_04145,66.04,0.64,161,poll,311969
post_04146,57.2,0.48,166,image,131436
post_04147,72.37,0.07,54,video,374844
post_04148,15.38,0.98,37,article,409154
post_04149,71.72,0.17,9,text,371201
post_04150,84.35,0.58,127,poll,378751
post_04151,78.62,0.21,74,image,347836
post_04152,19.32,0.48,111,article,12465
post_04153,12.82,0.55,85,article,269911
post_04154,81.84,0.45,85,poll,295841
post_04155,30.36,0.98,113,video,477177
post_04156,37.65,0.51,165,article,422200
post_04157,58.14,0.3,36,text,462352
post_04158,62.72,0.36,76,text,222661
post_04159,91.45,0.16,103,video,322793
post_04160,27.64,0.81,79,text,285439
post_04161,76.52,0.87,76,text,122007
post_04162,55.64,0.35,63,video,17517
post_04163,79.66,0.82,32,poll,251572
post_04164,64.47,0.95,135,poll,5328
post_04165,60.53,0.61,27,poll,75856
post_04166,60.78,0.93,163,article,147082
post_04167,58.14,0.35,74,image,118786
post_04168,75.05,0.13,5,article,41624
post_04169,47.24,0.49,69,image,267348
post_04170,43.41,0.35,156,image,403208
post_04171,36.69,0.29,150,video,319172
post_04172,66.64,0.2,15,text,378447
post_04173,29.31,0.91,25,article,317226
post_04174,61.35,0.44,131,text,269302
post_04175,62.3,0.52,11,image,116856
post_04176,45.95,0.85,31,poll,3904
post_04177,64.09,0.38,81,poll,347645
post_04178,61.82,0.2,6,poll,148272
post_04179,42.4,0.12,116,article,294348
post_04180,61.89,0.7,153,article,488106
post_04181,57.7,0.51,15,text,260597
post_04182,63.31,0.24,13,article,212483
post_04183,56.59,0.49,118,image,113604
post_04184,21.98,0.76,60,image,288610
post_04185,62.45,0.29,161,image,281443
post_04186,46.52,0.88,31,video,226641
post_04187,71.61,0.12,62,video,54179
post_04188,68.99,0.08,15,article,34559
post_04189,38.29,0.6,120,article,177249
post_04190,32.33,0.71,40,text,463628
post_04191,36.92,0.72,66,text,259508
post_04192,55.86,0.84,4,article,391052
post_04193,26.86,0.64,3,video,237836
post_04194,45.03,0.12,76,video,85046
post_04195,60.31,0.27,126,text,404107
post_04196,86.64,0.36,148,video,87815
post_04197,79.25,0.16,36,video,410413
post_04198,74.07,0.7,67,image,335758
post_04199,44.96,0.95,85,image,331874
post_04200,33.6,0.9,160,video,231081
post_04201,45.88,0.93,88,article,219817
post_04202,71.25,0.07,131,image,398333
post_04203,51.12,0.12,55,video,484323
post_04204,29.45,0.61,23,image,275889
post_04205,68.28,0.19,32,text,213902
post_04206,66.79,0.27,76,text,125869
post_04207,56.42,0.79,56,poll,265912
post_04208,62.85,0.37,150,text,482885
post_04209,65.23,0.24,61,image,139667
post_04210,20.81,0.92,151,text,185016
post_04211,68.89,0.97,41,video,268053
post_04212,50.56,0.76,24,image,472101
post_04213,55.04,0.43,135,poll,24997
post_04214,37.17,0.73,75,article,166602
post_04215,6.82,0.06,153,image,342126
post_04216,45.93,0.64,85,video,69468
post_04217,37.59,0.22,22,text,338483
post_04218,76.13,0.07,20,image,82785
post_04219,67.48,0.75,60,video,496695
post_04220,55.16,0.22,25,image,92015
post_04221,12.9,0.44,8,text,254881
post_04222,48.61,0.32,149,text,185098
post_04223,36.3,0.7,55,image,61136
post_04224,71.61,0.84,107,text,251394
post_04225,69.55,0.97,57,article,195946
post_04226,40.52,0.7,154,image,465074
post_04227,35.63,0.66,160,article,258219
post_04228,47.15,0.99,151,text,371424
post_04229,37.45,0.39,21,article,319301
post_04230,83.53,0.87,140,image,348980
post_04231,25.17,0.34,113,image,94856
post_04232,38.8,0.42,85,image,415595
post_04233,7.4,0.55,166,text,426124
post_04234,46.37,0.2,80,video,443041
post_04235,71.35,0.85,26,text,801
post_04236,75.72,0.87,128,text,204305
post_04237,53.13,0.37,37,poll,462411
post_04238,36.62,0.74,74,video,309260
post_04239,54.74,0.74,160,poll,416921
post_04240,48.96,0.34,159,text,375818
post_04241,40.95,0.73,43,article,288862
post_04242,69.72,0.95,14,article,375286
post_04243,50.36,0.25,61,article,410513
post_04244,90.23,0.66,97,poll,144647
post_04245,77.04,0.38,105,poll,270274
post_04246,46.2,0.45,5,text,175962
post_04247,77.01,0.71,40,image,416660
post_04248,81.13,0.33,15,video,60798
post_04249,70.12,0.55,153,text,338164
post_04250,54.01,0.06,141,article,326983
post_04251,62.71,0.43,92,poll,15410
post_04252,79.9,0.65,157,poll,425557
post_04253,47.16,0.08,150,article,391351
post_04254,30.01,0.42,23,image,85686
post_04255,68.3,0.67,144,image,462902
post_04256,48.66,0.39,92,text,219861
post_04257,65.13,0.56,58,video,481544
post_04258,55.72,0.87,31,image,15794
post_04259,75.12,0.38,82,text,51798
post_04260,27.88,0.53,107,video,32967
post_04261,55.94,0.09,103,poll,290550
post_04262,20.14,0.9,55,image,68096
post_04263,67.21,0.75,158,article,440817
post_04264,47.04,0.23,118,article,245348
post_04265,68.03,0.39,147,video,340174
post_04266,44.39,0.23,49,image,15588
post_04267,37.27,0.37,11,image,46339
post_04268,57,0.35,62,video,21776
post_04269,33.4,0.36,23,text,487189
post_04270,85.2,0.87,70,poll,375618
post_04271,65.01,0.16,25,poll,113167
post_04272,45.45,0.44,156,article,32497
post_04273,29.17,0.73,117,article,315948
post_04274,64.36,1,7,poll,89248
post_04275,62.59,0.17,122,video,224053
post_04276,14.05,0.46,149,article,299579
post_04277,43.17,0.9,19,video,110600
post_04278,36.32,0.76,136,image,265271
post_04279,86.04,0.9,115,video,202847
post_04280,77.37,0.34,31,video,466160
post_04281,67.5,0.21,34,video,297932
post_04282,28.57,0.29,69,article,397608
post_04283,90.36,0.47,93,poll,215382
post_04284,64.42,0.75,1,poll,246687
post_04285,23.5,0.49,54,video,165643
post_04286,35.9,0.83,51,text,481527
post_04287,57.49,0.38,114,poll,498815
post_04288,28.45,0.65,3,article,10007
post_04289,63.84,0.99,21,image,470136
post_04290,14.9,0.45,59,article,364666
post_04291,67.61,0.07,158,image,116590
post_04292,30.73,0.99,18,article,28543
post_04293,68.73,0.57,47,image,471217
post_04294,52.18,0.32,1,text,349727
post_04295,61.31,0.16,86,poll,50390
post_04296,55.66,0.34,64,video,138355
post_04297,52.42,0.84,131,text,229012
post_04298,78.5,0.9,47,image,137566
post_04299,69.3,0.44,43,article,403416
post_04300,45.52,0.42,166,poll,486410
post_04301,64.08,0.86,164,poll,300490
post_04302,58.05,0.3,136,image,21892
post_04303,10.5,0.53,20,text,185303
post_04304,57.88,0.39,70,image,347293
post_04305,20.45,0.18,154,article,49077
post_04306,35.33,0.85,160,video,431533
post_04307,52.4,0.05,92,video,38687
post_04308,13.71,0.3,125,text,292404
post_04309,12.29,0.31,11,image,254661
post_04310,84.92,0.85,157,video,466288
post_04311,57.05,0.9,89,image,326014
post_04312,81.85,0.97,33,text,321422
post_04313,1.59,0.88,113,article,39556
post_04314,47.95,0.94,117,video,483151
post_04315,23.59,0.57,13,article,146899
post_04316,74.45,0.92,79,poll,235355
post_04317,20.56,0.4,80,text,66803
post_04318,44.2,0.38,117,video,137874
post_04319,51.93,0.83,119,video,59757
post_04320,18.35,0.29,102,article,113431
post_04321,31.9,0.7,138,image,138968
post_04322,45.21,0.43,65,video,245333
post_04323,72.36,0.36,89,video,376281
post_04324,37.77,0.49,33,image,440335
post_04325,62.14,0.49,111,text,146339
post_04326,29.2,0.47,117,video,404576
post_04327,40.63,0.51,14,poll,57556
post_04328,58.05,0.78,106,poll,382143
post_04329,74.35,0.69,4,video,351885
post_04330,62.5,0.86,53,poll,20907
post_04331,43.82,0.74,101,poll,246707
post_04332,71.47,0.06,68,video,363103
post_04333,55.84,0.59,9,poll,49716
post_04334,49.24,0.52,4,text,416204
post_04335,74.71,0.93,61,video,449779
post_04336,29.65,0.52,156,image,93351
post_04337,17.5,0.05,25,image,99483
post_04338,47.24,0.62,51,poll,495051
post_04339,43.35,0.31,122,image,313916
post_04340,55.3,0.83,160,text,451337
post_04341,22.34,0.84,28,text,283816
post_04342,43.54,0.48,42,text,183765
post_04343,67.3,0.23,53,poll,143948
post_04344,24.21,0.67,31,image,332110
post_04345,81.66,0.34,47,image,211547
post_04346,62.79,1,61,poll,267383
post_04347,56.13,0.76,115,video,165193
post_04348,10.71,0.17,93,image,19520
post_04349,62.48,0.69,31,image,113173
post_04350,69.1,0.25,159,text,473488
post_04351,11.88,0.85,94,article,304995
post_04352,75.84,0.34,44,article,470151
post_04353,20.44,0.96,1,image,445502
post_04354,34.01,0.89,112,text,411922
post_04355,36.7,0.06,60,image,14131
post_04356,88.66,0.82,27,poll,422765
post_04357,65.72,0.16,158,video,277785
post_04358,51.22,0.72,116,image,482885
post_04359,37.19,0.8,135,article,170777
post_04360,46.16,0.39,111,video,192916
post_04361,56.24,0.07,54,text,466469
post_04362,71.27,0.53,1,text,346845
post_04363,23.06,0.13,27,image,98065
post_04364,16.04,0.64,119,article,243611
post_04365,27.4,0.51,147,article,407077
post_04366,56.64,0.66,9,article,289062
post_04367,26.5,0.12,103,image,119545
post_04368,61.15,0.39,119,poll,332043
post_04369,22.75,0.31,55,text,60415
post_04370,48.81,0.64,141,video,379319
post_04371,70.11,0.57,28,image,84705
post_04372,24.77,0.61,1,image,63616
post_04373,14,0.23,9,article,363822
post_04374,37.16,0.57,141,video,264313
post_04375,69.65,0.43,104,article,271362
post_04376,48.12,0.66,33,image,326622
post_04377,12.08,0.31,38,image,445110
post_04378,32.04,0.96,166,text,155876
post_04379,50.48,0.99,62,poll,90796
post_04380,65.65,0.74,11,article,15943
post_04381,69.21,0.9,98,poll,188220
post_04382,61.16,0.42,84,poll,462306
post_04383,22.46,0.77,151,text,335471
post_04384,53.49,0.06,85,poll,196302
post_04385,41.12,0.51,144,article,176029
post_04386,68.39,0.71,165,image,425273
post_04387,77.6,0.87,88,text,432602
post_04388,78.56,0.98,20,poll,400132
post_04389,49.49,0.67,64,article,490380
post_04390,37.37,0.93,101,article,255494
post_04391,34.37,0.77,104,article,231676
post_04392,61.73,0.25,56,video,271318
post_04393,68.07,0.6,23,text,127322
post_04394,68.58,0.99,137,text,227288
post_04395,42.59,0.08,36,article,370912
post_04396,62,0.68,76,video,257491
post_04397,53.87,0.3,91,poll,429260
post_04398,43.64,0.3,34,text,31160
post_04399,86.03,0.91,141,image,430337
post_04400,49.84,0.67,162,article,198683
post_04401,39.06,0.27,38,image,440701
post_04402,49.9,0.52,108,image,208762
post_04403,67.49,0.72,106,text,168300
post_04404,45.03,0.41,158,poll,223218
post_04405,21.55,0.68,150,image,349550
post_04406,42.19,0.26,145,video,166330
post_04407,18.92,0.65,150,image,118935
post_04408,70.75,0.28,68,poll,214254
post_04409,18.22,0.05,89,article,94206
post_04410,30.35,0.95,98,image,319156
post_04411,62.72,0.2,45,video,406810
post_04412,83.88,0.84,90,poll,119159
post_04413,54.56,0.28,103,article,288103
post_04414,21.52,0.37,118,text,251073
post_04415,63.65,0.07,153,video,169742
post_04416,85.7,0.73,85,video,315832
post_04417,36.87,0.61,96,article,445069
post_04418,44.35,0.8,129,article,348384
post_04419,22.78,0.19,0,article,67486
post_04420,62.45,0.18,67,poll,235889
post_04421,42.99,0.54,113,text,295145
post_04422,70.09,0.58,158,poll,264860
post_04423,63.24,0.12,144,image,90091
post_04424,76.96,0.66,100,poll,117589
post_04425,30.22,0.57,71,article,158041
post_04426,54.7,0.27,159,text,62042
post_04427,47.1,0.7,20,text,124255
post_04428,29.45,0.25,85,text,434663
post_04429,82.2,0.33,134,poll,46653
post_04430,26.82,0.14,88,image,372760
post_04431,70.83,0.84,15,poll,381397
post_04432,54.39,0.83,40,poll,12049
post_04433,17.9,0.67,89,article,283694
post_04434,68.22,0.13,61,poll,106409
post_04435,84.05,0.08,150,text,105428
post_04436,36.86,0.7,36,image,243113
post_04437,75.88,0.98,19,poll,51208
post_04438,54.2,0.18,163,text,288459
post_04439,69.25,0.3,96,video,482693
post_04440,75.59,0.48,123,text,348758
post_04441,65.68,0.97,125,text,361819
post_04442,68.12,0.52,23,article,95457
post_04443,52.53,0.06,115,image,86229
post_04444,43.04,0.41,118,poll,402762
post_04445,79.26,0.88,153,video,407971
post_04446,49.36,0.8,31,article,382721
post_04447,61.52,0.39,112,poll,351295
post_04448,48.3,0.26,130,image,136513
post_04449,48.06,0.37,55,video,324144
post_04450,57.24,0.4,89,article,317694
post_04451,21.33,0.42,113,text,401184
post_04452,18.94,0.19,11,image,33546
post_04453,27.58,0.3,85,image,222392
post_04454,25.03,0.68,126,image,33599
post_04455,52.48,0.16,163,poll,321888
post_04456,47.03,0.43,46,text,418277
post_04457,22.03,0.96,162,image,103795
post_04458,49.28,0.75,166,article,162486
post_04459,76.92,0.21,132,video,160672
post_04460,60.55,0.82,31,article,401832
post_04461,83.23,0.64,120,video,247732
post_04462,60.58,0.07,116,image,164069
post_04463,50.28,0.9,18,poll,94142
post_04464,40.27,0.91,167,article,138878
post_04465,19.76,0.73,68,article,254963
post_04466,35.62,0.6,63,text,260289
post_04467,56.02,0.36,8,poll,73616
post_04468,72.35,0.38,86,text,7975
post_04469,63.87,0.13,72,text,98638
post_04470,77.57,0.81,15,text,16452
post_04471,55.04,0.41,138,image,437422
post_04472,51.38,0.87,65,image,476024
post_04473,56.91,0.78,24,image,363837
post_04474,42.15,0.57,139,video,15988
post_04475,48.3,0.17,54,image,470935
post_04476,96.06,0.43,163,video,367472
post_04477,46.33,0.56,157,text,285582
post_04478,41.65,0.59,60,image,55522
post_04479,58.95,0.41,157,poll,438547
post_04480,57.94,0.88,119,video,103145
post_04481,82.09,0.23,86,video,29890
post_04482,24.03,0.09,8,text,176991
post_04483,47.11,0.32,28,poll,152474
