fan_id,match_attendance,merchandise_spend,social_engagement_score,streaming_hours,fantasy_spend,loyalty_index
fan_01429,6,20903.57,0.85,34.17,3469.19,0.92
fan_01430,1,933.8,0.52,42.5,25698.38,0.49
fan_01431,1,637.54,0.5,39.81,28249.8,0.25
fan_01432,1,143.84,0.09,23.9,78.59,0.35
fan_01433,1,807.5,0.41,49.58,25832.13,0.28
fan_01434,1,1026.75,0.54,43.82,36124.52,0.6
fan_01435,0,228.41,0.26,14.67,69.2,0.19
fan_01436,6,15286.21,0.52,43.97,816.08,0.97
fan_01437,1,1678.54,0.97,47.67,9568.78,0.3
fan_01438,14,10102.35,0.57,50.83,955.63,0.87
fan_01439,1,382.64,0.12,8.11,184.48,0.18
fan_01440,5,11620.32,0.7,19.5,235.9,0.75
fan_01441,3,1461.86,0.67,36.15,27877.82,0.5
fan_01442,1,813.13,0.88,87.98,4007.64,0.51
fan_01443,0,223.96,0.09,22.67,59.53,0.3
fan_01444,0,1223.15,0.86,54.58,4825.1,0.41
fan_01445,6,31703.28,0.43,26.99,1370.25,0.72
fan_01446,1,1184.88,0.91,105.68,9106.6,0.34
fan_01447,0,403.57,0.61,58.72,2823.94,0.45
fan_01448,6,27939.94,0.62,18.77,860.35,0.99
fan_01449,1,2620.48,0.43,35.98,5048.23,0.44
fan_01450,10,9398.84,0.78,58.67,3258.45,0.95
fan_01451,0,1008.55,0.98,62.03,6258.01,0.55
fan_01452,6,19847.9,0.79,43.74,1374.84,0.9
fan_01453,3,2051.44,0.62,44.53,49824.94,0.47
fan_01454,2,227.69,0.2,6.07,227.84,0.24
fan_01455,0,370.08,0.05,7.87,344.92,0.35
fan_01456,0,1189.29,0.81,52.95,10703.48,0.65
fan_01457,1,1077.74,0.44,31.92,5463.29,0.34
fan_01458,3,8169.8,0.56,24.53,1731.63,0.88
fan_01459,2,26051.46,0.34,36.98,1648.85,0.99
fan_01460,3,2530.02,0.58,33.84,26196.77,0.58
fan_01461,2,18246.86,0.55,33.28,339.31,0.71
fan_01462,2,866.06,0.12,12.85,490,0.26
fan_01463,1,2305.89,0.47,61.02,25855.11,0.53
fan_01464,13,16722.49,0.85,38.89,1207.63,0.87
fan_01465,3,23040.05,0.64,17.73,961.35,0.79
fan_01466,1,856.9,0.74,60.54,49754.54,0.26
fan_01467,2,940.23,0.12,15.14,452.46,0.36
fan_01468,13,19151.65,0.75,25.75,4169.62,0.88
fan_01469,1,1883.94,0.75,102.93,11126.26,0.63
fan_01470,8,16795.63,0.7,45.5,3043.37,0.99
fan_01471,2,22435.89,0.41,24.68,73.95,0.86
fan_01472,3,1915.45,0.58,46.82,47648.55,0.28
fan_01473,8,22944.07,0.57,24.85,4642.97,0.82
fan_01474,0,1895.93,0.77,45.05,7216.17,0.45
fan_01475,0,1476.82,0.61,106.05,6550.84,0.31
fan_01476,12,22409.05,0.73,22.48,1283.65,0.89
fan_01477,0,243.82,0.13,8.89,282.79,0.15
fan_01478,3,642.42,0.64,50.43,29691.22,0.36
fan_01479,2,1640.74,0.43,73.5,35285.69,0.26
fan_01480,2,1063.63,0.8,67.24,41104.17,0.43
fan_01481,13,20728.89,0.67,24.7,4900.17,0.94
fan_01482,2,37089.49,0.32,28.78,575.34,0.74
fan_01483,4,30930.56,0.58,30.32,1752.17,0.86
fan_01484,6,19221.37,0.67,39.74,1399.65,0.79
fan_01485,0,1889.14,0.82,35.12,34445.05,0.56
fan_01486,6,10405.18,0.66,40.92,4687.88,0.99
fan_01487,0,388.17,0.27,29.08,462.43,0.25
fan_01488,1,802.41,0.69,65.41,11080.68,0.67
fan_01489,1,1698.15,0.67,105.03,11697.89,0.55
fan_01490,0,23.27,0.09,16.23,319.64,0.13
fan_01491,5,18583.86,0.47,32.62,973.89,0.75
fan_01492,3,1805.85,0.55,59.53,32024.52,0.6
fan_01493,2,2268.2,0.73,43.57,9289.99,0.4
fan_01494,13,6839.33,0.87,37.52,2773.2,0.82
fan_01495,7,19686.85,0.61,35.93,3668.2,0.84
fan_01496,6,30760.32,0.58,43.28,466.73,0.98
fan_01497,3,997.97,0.79,31.75,24263.97,0.22
fan_01498,1,1266.72,0.69,52.29,17776.31,0.37
fan_01499,0,639.08,0.22,16.32,234.44,0.21
fan_01500,2,29555.26,0.67,24.56,380.14,0.77
fan_01501,1,162.33,0.9,56.87,4231.6,0.47
fan_01502,1,181.16,0.82,48.77,4573.43,0.6
fan_01503,2,186.27,0.22,18.63,364.62,0.16
fan_01504,1,392.4,0.11,9.85,83.01,0.27
fan_01505,6,23554.57,0.74,50.88,1288.89,0.94
fan_01506,10,17592.03,0.55,25.94,1553.48,0.99
fan_01507,0,793.12,0.21,6.47,201.16,0.17
fan_01508,6,21207.12,0.46,36.49,1836.74,0.71
fan_01509,2,652.57,0.26,17.46,191.57,0.26
fan_01510,2,1602.68,0.61,30.67,18423.19,0.52
fan_01511,2,2041.62,0.82,69.78,11599.82,0.37
fan_01512,14,6797.06,0.53,29.68,3566.92,0.98
fan_01513,0,1360.39,0.68,119.77,4040.71,0.66
fan_01514,1,1872.5,0.86,96.04,4040.06,0.42
fan_01515,3,19425.06,0.52,30.44,1468.46,0.98
fan_01516,10,19263,0.67,29.49,2800.92,0.85
fan_01517,11,12415.07,0.62,56.48,4462.21,0.85
fan_01518,3,2610.38,0.71,73.67,24973.92,0.46
fan_01519,1,754.76,0.17,6.78,0.21,0.25
fan_01520,2,1006.63,0.84,63.58,23135.34,0.38
fan_01521,2,1354.22,0.82,58.95,17796.16,0.38
fan_01522,3,21877.43,0.39,37.28,393.6,0.75
fan_01523,1,1858.04,0.68,65.62,13349.52,0.34
fan_01524,1,262.32,0.79,119.32,11720.91,0.63
fan_01525,5,8172.42,0.49,20.15,1755.26,0.94
fan_01526,8,16156.24,0.69,28.77,1855.77,0.91
fan_01527,14,10139.66,0.57,49.38,4643.13,0.82
fan_01528,14,24239.51,0.69,51.83,2090.42,0.81
fan_01529,5,30704,0.33,29.5,230.92,0.7
fan_01530,2,37865.06,0.36,44.91,1579.56,0.77
fan_01531,0,548.22,0.29,8.22,65.16,0.35
fan_01532,4,38310.91,0.55,34.93,54.06,0.79
fan_01533,3,25922.33,0.57,36.47,1027.18,0.91
fan_01534,1,1090.67,0.9,80.04,12006.01,0.46
fan_01535,1,411.68,0.3,22.01,240.58,0.36
fan_01536,0,480.1,0.87,65.7,8609.05,0.43
fan_01537,2,2497.88,0.76,74.92,37722.8,0.2
fan_01538,2,329.69,0.26,26.05,299.64,0.13
fan_01539,0,1617.9,0.98,110.92,5520.24,0.33
fan_01540,3,2883.48,0.54,36.89,41116.04,0.53
fan_01541,0,399.38,0.9,117.09,11594.05,0.44
fan_01542,0,794.32,0.22,13.47,321.12,0.22
fan_01543,8,6227.34,0.82,57.38,4194.18,0.96
fan_01544,1,932.88,0.11,13.93,467.54,0.4
fan_01545,4,15085.47,0.34,37.57,1962.36,0.71
fan_01546,8,9439.44,0.53,39.85,1941.68,0.93
fan_01547,7,16348.61,0.5,24.12,3375.39,0.98
fan_01548,5,9668.19,0.66,39.92,1539.85,0.98
fan_01549,0,585.7,0.46,45.8,16397.52,0.57
fan_01550,6,23792.94,0.78,32.74,1883.5,0.91
fan_01551,1,690.79,0.22,16.36,238.54,0.2
fan_01552,1,1693.64,0.92,46.83,11029.7,0.58
fan_01553,1,1928.71,0.73,59.3,7961.6,0.66
fan_01554,1,472.32,0.69,81.05,14847.1,0.49
fan_01555,13,10258.55,0.88,23.77,2726.43,0.99
fan_01556,0,709.07,0.09,16.12,187.36,0.39
fan_01557,3,10067.01,0.64,17.16,1743.6,0.75
fan_01558,8,21312.24,0.9,44.67,1029.25,0.99
fan_01559,1,85.19,0.15,27.39,116.11,0.14
fan_01560,0,408.21,0.15,20.49,122.31,0.38
fan_01561,4,30563.14,0.36,35.08,1221.76,0.79
fan_01562,1,565.31,0.29,25.95,50.71,0.3
fan_01563,3,39948.99,0.44,33.23,1226.31,0.92
fan_01564,12,18788.09,0.73,38.91,1213.42,1
fan_01565,5,13726.29,0.43,18.51,602.5,0.94
fan_01566,6,11622.95,0.48,41.98,398.41,0.79
fan_01567,7,20122.25,0.74,47.69,1140.67,0.88
fan_01568,3,1294.4,0.85,67.48,40480.2,0.52
fan_01569,1,384.77,0.26,7.5,172.29,0.39
fan_01570,2,889.32,0.2,5.02,182.01,0.34
fan_01571,1,90.21,0.77,75.1,14419.08,0.7
fan_01572,2,280.41,0.18,24.95,239.38,0.36
fan_01573,1,1932.88,0.86,67.09,14393.47,0.64
fan_01574,1,1228.48,0.88,96.54,13230.94,0.69
fan_01575,3,26815.77,0.49,18.52,764.79,0.88
fan_01576,1,1330.99,0.72,104.02,12731.49,0.37
fan_01577,0,165.54,0.74,91.44,13576.63,0.4
fan_01578,2,752.88,0.76,65.68,9309.74,0.44
fan_01579,2,489.07,0.19,8.85,327.39,0.34
fan_01580,2,1708.41,0.61,42.06,42280.01,0.29
fan_01581,2,35657.49,0.4,41.68,1088.1,0.84
fan_01582,5,35102.67,0.51,47.89,1870.03,0.78
fan_01583,7,18744.95,0.86,27.75,2899.64,1
fan_01584,3,2815.45,0.43,54.89,33924.39,0.46
fan_01585,2,1141.79,0.83,44.35,37536.64,0.59
fan_01586,0,1425.61,0.88,116.05,2280.07,0.44
fan_01587,2,16782.68,0.39,35.51,1442.99,0.9
fan_01588,2,450.56,0.28,12.42,254.85,0.12
fan_01589,3,22679.54,0.59,23.35,201.18,0.97
fan_01590,0,96.66,0.09,29.32,220.2,0.15
fan_01591,3,1237.07,0.61,74.82,20772.86,0.46
fan_01592,14,22262.7,0.67,23.41,570.97,0.89
fan_01593,11,6207.6,0.83,27.62,4207.97,0.93
fan_01594,5,16493.49,0.48,23.67,1041.29,0.91
fan_01595,10,7110.77,0.58,39.99,832.3,0.84
fan_01596,4,37282.3,0.6,33.41,1155.21,0.99
fan_01597,0,612.51,0.23,22.35,218.84,0.3
fan_01598,0,2597.07,0.54,49.59,47449.41,0.3
fan_01599,5,38825.21,0.43,49.7,143.64,0.77
fan_01600,1,911.85,0.61,41.9,11612.66,0.43
fan_01601,6,23368.34,0.32,35.82,1904.34,0.93
fan_01602,0,572.54,0.65,59.69,12532.97,0.35
fan_01603,0,210.84,0.84,53.35,6026.59,0.45
fan_01604,1,401.66,0.17,13.84,318.41,0.39
fan_01605,1,1070.83,0.76,65.03,4768.81,0.37
fan_01606,1,2323.28,0.66,36.64,37218.44,0.22
fan_01607,6,8522.72,0.42,18.13,818.09,0.82
fan_01608,5,34036.91,0.5,26.9,275.37,0.99
fan_01609,11,20748.59,0.62,22.18,2623.88,0.81
fan_01610,2,654.51,0.16,27.81,97.97,0.23
fan_01611,10,5464.81,0.71,51.91,3978.71,0.93
fan_01612,10,20068.57,0.55,24.27,1520.48,0.96
fan_01613,0,88.37,0.19,23.44,270.56,0.38
fan_01614,8,5813.63,0.6,48.04,3042.91,0.9
fan_01615,0,965.37,0.72,83.37,12163.27,0.38
fan_01616,2,796.49,0.53,79.71,29659.76,0.46
fan_01617,5,36277.78,0.59,43.39,1208.15,0.81
fan_01618,2,896,0.46,73.64,15226.27,0.36
fan_01619,3,16747.81,0.65,33.78,1231.89,0.77
fan_01620,9,10293.58,0.81,48.93,2639.64,0.9
fan_01621,10,24001.27,0.86,55.13,3942.13,0.82
fan_01622,0,597.74,0.84,48.9,3097.04,0.36
fan_01623,2,140.77,0.26,16.97,468.82,0.24
fan_01624,10,18755.58,0.86,34.08,4860.41,0.95
fan_01625,2,2222.68,0.67,35.96,20756.42,0.42
fan_01626,5,33140.71,0.65,20.38,273.18,0.77
fan_01627,1,4.46,0.82,44.32,14914.98,0.49
fan_01628,2,12241.86,0.46,28.19,1624.74,1
fan_01629,0,1046.27,0.9,51.34,2657.89,0.51
fan_01630,0,670.12,0.21,13.69,470.55,0.37
fan_01631,10,11968.02,0.64,50.57,1469.16,0.94
fan_01632,0,453.21,0.73,101.92,2365.67,0.33
fan_01633,1,1016.5,0.41,33.85,9687.81,0.31
fan_01634,0,1916.27,0.58,49.1,42466.09,0.35
fan_01635,3,35621.05,0.43,15.65,1465,0.8
fan_01636,0,443.54,0.14,19.81,297.59,0.28
fan_01637,0,1627.91,0.49,58.83,38098.13,0.27
fan_01638,2,865.26,0.18,17.67,137.04,0.39
fan_01639,0,1132.46,0.42,54.66,40372.67,0.26
fan_01640,0,605.73,0.07,13.75,120.43,0.19
fan_01641,6,38936.86,0.6,47.63,317.99,0.93
fan_01642,2,1501.86,0.73,40.04,12071.33,0.31
fan_01643,14,23511.2,0.83,28.1,2495.37,0.94
fan_01644,1,2837.4,0.76,55.93,37988.57,0.29
fan_01645,0,1841.75,0.84,104.47,2326.6,0.61
fan_01646,0,1016.8,0.86,93.35,1702.48,0.44
fan_01647,2,2749.52,0.41,36.8,15930.72,0.26
fan_01648,5,25969.08,0.55,33.24,1004.32,0.86
fan_01649,3,25910.13,0.6,30,955.83,0.78
fan_01650,1,582.27,0.87,85.03,8399.85,0.64
fan_01651,2,2891.06,0.63,36.66,48881.56,0.32
fan_01652,4,11266.82,0.51,39.21,85.87,0.85
fan_01653,0,1996.12,0.83,66.77,12645.83,0.55
fan_01654,2,28.56,0.28,18.74,38.36,0.13
fan_01655,2,24062.87,0.68,33.44,367.59,0.83
fan_01656,4,35634.16,0.55,44.36,990.54,0.74
fan_01657,0,1256.06,0.86,97.72,5439.21,0.33
fan_01658,2,2606.44,0.46,77.84,6117.92,0.25
fan_01659,0,901.13,0.29,23.67,225.63,0.32
fan_01660,8,9064.56,0.68,43.63,3896.97,0.96
fan_01661,1,1742.9,0.88,48.54,10607.56,0.59
fan_01662,1,1467.95,0.92,64.49,4066.7,0.48
fan_01663,1,2042.31,0.6,68.08,20352.97,0.3
fan_01664,0,786.97,0.27,14.96,200.02,0.3
fan_01665,6,22106.08,0.86,49.24,4271.14,0.85
fan_01666,2,2139.06,0.44,49.82,31194.89,0.39
fan_01667,1,1910.11,0.97,116.32,14035.12,0.48
fan_01668,0,224.97,0.25,15.38,118.29,0.38
fan_01669,8,19576.68,0.73,43.63,4168.95,0.94
fan_01670,1,97.34,0.23,24.43,162.36,0.12
fan_01671,0,706.1,0.69,42.32,8675.69,0.32
fan_01672,1,2403.48,0.7,43.84,18874.15,0.38
fan_01673,2,824.77,0.43,57.11,36754.39,0.26
fan_01674,1,990.07,0.74,73.69,4807,0.41
fan_01675,1,722.62,0.98,68.87,5099.12,0.51
fan_01676,6,28069.35,0.55,20.98,1478.96,0.74
fan_01677,6,28361.73,0.59,46.12,621.52,0.87
fan_01678,1,290.32,0.12,23.4,350.31,0.1
fan_01679,6,38682.23,0.57,23.2,1520.48,0.71
fan_01680,5,10264.57,0.55,49.85,542.54,0.83
fan_01681,3,1764.01,0.48,44.39,31009.27,0.24
fan_01682,1,2003.45,0.5,73.54,5437.62,0.28
fan_01683,2,19179.26,0.5,30.88,462.04,0.96
fan_01684,0,581.33,0.21,20.65,193.32,0.23
fan_01685,2,954.38,0.19,12.89,397.66,0.16
fan_01686,0,1567.37,0.98,88.48,6707.87,0.57
fan_01687,0,803.72,0.23,13.21,278.86,0.34
fan_01688,1,1179.48,0.69,53.1,11463.62,0.42
fan_01689,1,751.15,0.25,27.49,133,0.2
fan_01690,10,23686.74,0.73,23.63,2220.21,0.9
fan_01691,2,23738.01,0.51,22.1,1717.32,0.74
fan_01692,1,937.2,0.15,17.31,354.37,0.28
fan_01693,12,23103.6,0.74,57.52,3468.8,0.98
fan_01694,0,464.38,0.64,113.54,3358.72,0.48
fan_01695,2,17071.34,0.64,29.4,936.11,0.94
fan_01696,2,661.64,0.05,12.55,0.42,0.32
fan_01697,14,17563.53,0.6,20.76,1593.83,0.85
fan_01698,0,333.86,0.63,69.26,2266.09,0.4
fan_01699,0,147.59,0.22,23.54,263.01,0.16
fan_01700,6,10273.35,0.81,48.26,4527.54,0.87
fan_01701,4,16018.89,0.59,45.84,1347.32,0.7
fan_01702,1,1849.44,0.67,71.49,20470.01,0.37
fan_01703,2,215.92,0.21,26.23,356.08,0.33
fan_01704,0,826.55,0.18,6.2,243.58,0.1
fan_01705,14,5918.69,0.75,35.81,2515.82,0.83
fan_01706,0,157.02,0.7,106.57,9026.08,0.67
fan_01707,1,2289.32,0.49,41.26,20219.6,0.39
fan_01708,14,11432.86,0.65,24.61,1208.93,0.96
fan_01709,1,368.25,0.84,91.53,5829.9,0.58
fan_01710,8,5788.53,0.63,21.21,716.04,0.98
fan_01711,1,2187.55,0.84,41.11,27822.3,0.41
fan_01712,0,1723.06,0.41,35.86,13811.82,0.5
fan_01713,10,17591.46,0.74,30.31,4864.68,0.88
fan_01714,2,2368.43,0.73,57.98,5890.67,0.48
fan_01715,2,2235.02,0.68,61.11,13714.06,0.36
fan_01716,0,1531,0.88,99.04,6763.64,0.47
fan_01717,1,522.06,0.1,5.94,235.14,0.24
fan_01718,1,1080.53,0.6,84.82,10324.11,0.55
fan_01719,0,1096.32,0.86,113.24,14132.56,0.34
fan_01720,6,31762.97,0.4,23.34,783.08,0.8
fan_01721,4,9833.08,0.41,15.06,1725.36,0.98
fan_01722,2,10192.37,0.67,44.41,1897.98,0.78
fan_01723,2,739.23,0.29,12.96,369.89,0.17
fan_01724,0,305.58,0.13,13.76,178.86,0.35
fan_01725,3,1731.56,0.56,74.32,11126.6,0.22
fan_01726,0,10.5,0.77,96.61,13380.24,0.62
fan_01727,11,22901.61,0.59,42.15,4328.25,0.92
fan_01728,1,512.79,0.64,42.57,14925.34,0.39
fan_01729,0,1294.12,0.79,85.39,13482.38,0.63
fan_01730,3,1407.91,0.69,39.85,47900.31,0.33
fan_01731,1,371,0.89,97.56,11415.23,0.52
fan_01732,2,2842.69,0.47,61.56,26387.14,0.45
fan_01733,6,17533.68,0.69,43.25,410.05,0.86
fan_01734,6,17993.52,0.42,35.92,804.97,0.82
fan_01735,8,10872.59,0.9,33.25,1544.85,0.92
fan_01736,2,632.33,0.14,15.91,452.24,0.21
fan_01737,5,19672.48,0.56,38.49,1922.15,0.84
fan_01738,12,11496.42,0.53,50.67,2985.44,0.94
fan_01739,2,33014.22,0.45,43.96,620.63,0.98
fan_01740,13,11142.32,0.8,20.58,4726.42,0.81
fan_01741,0,1273.27,0.72,50.2,11984.64,0.39
fan_01742,1,1199.89,0.76,33.57,17087.69,0.25
fan_01743,3,2649.91,0.83,54.83,42224.8,0.22
fan_01744,2,666.27,0.47,79.56,18882.73,0.27
fan_01745,0,261.98,0.75,100.63,10222,0.53
fan_01746,6,16421.87,0.54,56.78,3404.7,0.8
fan_01747,0,1221.32,0.96,76.28,1833.07,0.46
fan_01748,5,11232.32,0.36,49.22,526.91,0.87
fan_01749,6,9365.29,0.89,53.94,3570.69,0.81
fan_01750,2,19299.73,0.62,17.49,1053.26,0.97
fan_01751,2,924.18,0.2,15.93,368.18,0.28
fan_01752,2,24715.27,0.63,22.33,633.63,0.99
fan_01753,13,5511.2,0.68,37.37,3624.02,0.85
fan_01754,2,35521.34,0.46,23.55,1284.32,0.71
fan_01755,2,995.02,0.42,45.76,22833.57,0.24
fan_01756,12,19930.81,0.83,43.7,789.99,1
fan_01757,1,252.91,0.2,21.29,493.38,0.32
fan_01758,0,726.54,0.18,5.01,383.46,0.24
fan_01759,5,23657.36,0.66,40.71,896.9,0.99
fan_01760,2,13270.75,0.49,47.18,1915.97,0.71
fan_01761,12,15773.18,0.58,42.22,3850.24,0.88
fan_01762,1,1158.55,0.81,98.89,5008,0.3
fan_01763,2,1359.9,0.67,69.73,12017.59,0.57
fan_01764,3,965.93,0.57,62.51,19733.79,0.47
fan_01765,14,22575.29,0.57,28.44,1140.57,0.81
fan_01766,11,22907.99,0.73,47.47,3145.13,0.84
fan_01767,2,196.48,0.29,19.54,123.65,0.29
fan_01768,5,11903.08,0.63,44.09,1783.62,0.77
fan_01769,3,2444.09,0.72,47.05,40326.88,0.5
fan_01770,1,746.71,0.52,59.73,8725.29,0.42
fan_01771,9,21528.34,0.52,32.85,2789.67,0.96
fan_01772,0,526.81,0.61,56.11,7008.51,0.57
fan_01773,0,532.03,0.71,100.31,13165.11,0.35
fan_01774,2,945.69,0.06,28.89,359.93,0.23
fan_01775,2,682.36,0.07,24.06,180.76,0.11
fan_01776,8,11281.74,0.67,22.61,3176.89,0.95
fan_01777,9,22722.86,0.7,43.23,4373.07,0.87
fan_01778,12,12731.8,0.79,53.64,1178.99,0.85
fan_01779,9,18674,0.53,27.35,3163.91,0.86
fan_01780,1,977.92,0.79,91.6,5860.8,0.51
fan_01781,1,1019.63,0.73,48.73,1020,0.5
fan_01782,11,18375.6,0.83,37.88,3018.13,0.89
fan_01783,0,124.19,0.24,15.58,58.44,0.2
fan_01784,3,26155.94,0.52,42.01,983.53,0.94
fan_01785,0,2950.58,0.5,75.7,40471.73,0.46
fan_01786,0,662.93,0.23,7.61,2.64,0.29
fan_01787,1,253.57,0.27,19.43,39.63,0.14
fan_01788,2,942.96,0.07,15.61,486.62,0.29
fan_01789,9,10384.62,0.7,50.99,2157.5,0.82
fan_01790,12,14324.21,0.86,51.09,3453.67,0.89
fan_01791,8,24634.87,0.58,57.33,4946.01,0.82
fan_01792,5,20137.93,0.61,20.31,1239.21,0.89
fan_01793,3,527.3,0.46,48.6,46298.87,0.49
fan_01794,3,937.87,0.72,33.09,33373.57,0.38
fan_01795,10,18735.15,0.89,48.8,865.85,0.88
fan_01796,14,22252.24,0.69,34.15,4497.39,0.84
fan_01797,12,23067.35,0.67,39.66,724.31,0.93
fan_01798,1,36.27,0.17,8.15,348.45,0.23
fan_01799,11,23178.59,0.55,27.88,3569.21,0.96
fan_01800,1,2373.87,0.67,30.72,29672.21,0.58
fan_01801,2,658.28,0.75,76.39,47245.05,0.45
fan_01802,0,2375.96,0.68,33.15,15448.79,0.28
fan_01803,3,2964.71,0.42,42.57,31705.2,0.52
fan_01804,11,7165.3,0.83,39.46,2175.45,0.98
fan_01805,0,671.53,0.1,26.61,124.82,0.19
fan_01806,0,150.88,0.1,5.23,497.87,0.38
fan_01807,8,5489.47,0.82,23.26,2446.93,0.89
fan_01808,0,19.6,0.12,6.65,191.43,0.17
fan_01809,1,363.55,0.1,20.78,484.12,0.35
fan_01810,8,6280.77,0.76,25.16,2137,0.9
fan_01811,7,13620.07,0.6,54.7,4936.91,0.84
fan_01812,1,721.72,0.21,14.42,354.74,0.25
fan_01813,6,37497.34,0.65,17.76,579.05,0.95
fan_01814,0,777.85,0.68,57.15,7488.42,0.4
fan_01815,12,10206.34,0.63,40.06,3674.97,0.81
fan_01816,6,22889.18,0.61,41.38,1014.54,0.72
fan_01817,1,2586.24,0.78,44.01,43342.54,0.47
fan_01818,4,39928.73,0.7,29.79,7.82,0.99
fan_01819,4,29956.24,0.45,45.5,1489.04,0.9
fan_01820,4,36865.85,0.51,37.53,1876.27,0.76
fan_01821,5,17937.87,0.37,41.62,746.69,0.91
fan_01822,3,1536.7,0.55,70.63,45787.19,0.55
fan_01823,3,2034.07,0.57,77.8,41308.96,0.31
fan_01824,0,2817,0.5,60.82,9262.17,0.47
fan_01825,11,8918.34,0.76,29.62,1844.03,0.98
fan_01826,5,32714.14,0.44,20.36,732.44,1
fan_01827,1,138.12,0.07,10.36,41.43,0.26
fan_01828,5,39526.69,0.35,42.77,266.36,0.81
fan_01829,0,741.5,0.14,16.3,123.44,0.38
fan_01830,1,529.61,0.76,61.51,11147.26,0.44
fan_01831,2,31.69,0.11,19.49,131.63,0.14
fan_01832,0,944.87,0.6,67.64,15774.88,0.24
fan_01833,6,37230.43,0.51,39.64,837.92,0.76
fan_01834,0,374.89,0.67,67.22,3492.16,0.62
fan_01835,0,1692.14,0.93,68.86,1357.43,0.42
fan_01836,11,10625.09,0.77,49.79,966.62,0.84
fan_01837,11,18583.68,0.76,31.68,1501.86,0.92
fan_01838,0,645.54,0.66,41.22,6093.15,0.47
fan_01839,6,17863.13,0.39,31.53,1970.43,0.71
fan_01840,1,2212.37,0.59,65.69,8671.78,0.31
fan_01841,0,1743.09,0.66,69.2,11389.25,0.57
fan_01842,1,717.71,0.96,67.66,2905.74,0.41
fan_01843,2,29349.32,0.33,35.9,591.82,0.81
fan_01844,2,101.15,0.19,16.15,346.87,0.19
fan_01845,0,220.7,0.66,42.67,2860.2,0.67
fan_01846,3,599.72,0.52,60.06,28470.99,0.3
fan_01847,1,993.71,0.28,11.01,214.84,0.4
fan_01848,1,11.85,0.3,19.87,298.47,0.26
fan_01849,2,468.97,0.25,25.73,201.7,0.21
fan_01850,9,21943.04,0.73,48.7,2207.23,0.87
fan_01851,9,15639.03,0.54,54.2,4242.79,0.88
fan_01852,4,16026.52,0.57,24.69,954.06,0.72
fan_01853,2,14956.76,0.44,39.46,452.34,0.82
fan_01854,9,10821.41,0.75,31.95,2879.75,0.99
fan_01855,0,959.86,0.9,112.36,9742.44,0.41
fan_01856,10,21596.62,0.84,43.98,4997.11,0.84
fan_01857,14,11706.1,0.66,30.24,2140.42,0.97
fan_01858,2,896.17,0.2,29.31,142.95,0.17
fan_01859,11,10623.51,0.87,21.89,4737.21,0.8
fan_01860,1,1048.23,0.6,111.12,9432.53,0.36
fan_01861,2,1272.24,0.54,39.04,31423.52,0.35
fan_01862,3,693.36,0.53,73.13,35613.12,0.5
fan_01863,0,653.44,0.27,6.25,299.81,0.28
fan_01864,0,1440.96,0.69,98.93,8556.33,0.5
fan_01865,2,15746.05,0.64,39.18,169.08,0.95
fan_01866,5,32895.11,0.56,26.97,682.57,1
fan_01867,0,2747.22,0.41,40.71,45578.93,0.52
fan_01868,0,879.48,0.93,71.26,10304.03,0.46
fan_01869,11,23349.59,0.71,55.83,3445.62,0.83
fan_01870,0,1455.97,0.74,57.8,11877.14,0.62
fan_01871,0,1041.83,0.8,63.8,19876.96,0.6
fan_01872,6,28807.76,0.45,19.07,605.08,0.98
fan_01873,3,10791.87,0.63,44.77,1879.14,0.81
fan_01874,0,2846.49,0.7,60.46,13077.57,0.29
fan_01875,0,370.87,0.96,98.6,3391.5,0.33
fan_01876,6,34245.23,0.57,28.12,1303.36,0.72
fan_01877,0,1260.86,0.65,44.21,7496.5,0.39
fan_01878,3,25972.97,0.56,49.16,1358.77,0.71
fan_01879,3,1857.58,0.47,56.42,49689.11,0.28
fan_01880,4,27930.52,0.66,41.41,1164.9,0.88
fan_01881,8,14421.35,0.86,53.23,2175.27,0.86
fan_01882,14,19914.19,0.59,56.51,1655.24,0.98
fan_01883,1,1798.79,0.58,50.85,24279.12,0.31
fan_01884,0,1547.22,0.66,88.05,7203.02,0.67
fan_01885,0,2685.04,0.5,68.19,19246.12,0.45
fan_01886,0,342.6,0.17,26.4,241.7,0.39
fan_01887,0,2883.68,0.44,37.84,12921.59,0.57
fan_01888,0,1274.19,0.79,79.79,16454.2,0.56
fan_01889,0,2896.84,0.77,66.54,17743.56,0.57
fan_01890,0,447.26,0.21,23.29,266.36,0.12
fan_01891,13,18037.62,0.54,44.59,4353.36,0.98
fan_01892,0,1168.45,0.63,40.52,45902.89,0.45
fan_01893,1,63.4,1,74.22,3023.85,0.35
fan_01894,2,8884.53,0.63,49.46,1727.91,0.78
fan_01895,5,26770.73,0.4,45.95,767.15,0.75
fan_01896,1,592.53,0.79,47.83,8248.93,0.39
fan_01897,5,22270.83,0.36,45.8,1887.75,0.9
fan_01898,0,2337.43,0.48,49.84,29872.91,0.38
fan_01899,0,2717.11,0.58,63.6,37442.86,0.41
fan_01900,0,567.31,0.21,28.81,321.22,0.32
fan_01901,1,467.34,0.07,21.33,66.38,0.2
fan_01902,0,970.58,0.28,8.88,468.23,0.14
fan_01903,4,8082.9,0.64,20.28,416.07,0.89
fan_01904,1,202.08,0.23,12.74,18.56,0.37
